consumer_name;city;region;state;store;purchase_id;purchase_date;product_category;product_name;brand;size;color;quantity;unit_price;total_amount;payment_method;loyalty_member;salesperson
Austin Malone;Port Brandonborough;South;VA;Worldwide Golf Shops;TX01471;10/12/2023;Cap;Bad Birdie Cap;Bad Birdie;XXL;Green;4;124.61;498.44;PayPal;No;Amy Jones
Ronald Adams;East Cherylfort;South;TN;2nd Swing Golf;TX01472;9/6/2024;Jacket;Puma Jacket;Puma;M;Beige;2;34.64;69.28;Debit Card;No;Kristen Mclaughlin
Gabriel Ward;South Heathermouth;West;UT;Carl's Golfland;TX01473;23/11/2023;Shorts;Adidas Shorts;Adidas;XL;Gray;3;64.2;192.6;Gift Card;Yes;Lee Garcia
Christopher Salas;Joshuatown;West;ID;2nd Swing Golf;TX01474;7/9/2025;Skort;Original Penguin Skort;Original Penguin;M;White;2;102.36;204.72;Cash;No;Michael Davis
Amber Conway;Liuhaven;Northeast;CT;Worldwide Golf Shops;TX01475;28/9/2023;Polo;Original Penguin Polo;Original Penguin;XL;White;2;84.59;169.18;Debit Card;Yes;Bridget West
Jennifer Roberts;North Taylor;West;OR;2nd Swing Golf;TX01476;7/4/2024;Pants;Ashworth Pants;Ashworth;XL;Green;3;28.46;85.38;Gift Card;No;Emily Pham
Amy Frey;West David;South;TN;Original Penguin;TX01477;17/6/2024;Shorts;Bad Birdie Shorts;Bad Birdie;S;Gray;2;92.31;184.62;PayPal;No;Shannon Castro
Edward Webb;New Ashley;Midwest;IA;Bad Birdie;TX01478;6/4/2024;Cap;Under Armour Cap;Under Armour;XL;Red;2;146.37;292.74;Credit Card;No;Sherry Price
Savannah Zamora;North Daniel;South;DC;Golf Galaxy;TX01479;5/2/2024;Pants;Adidas Pants;Adidas;XL;Pink;3;45.16;135.48;Debit Card;Yes;Anthony Singleton
Amy Calhoun;Cisnerosfort;West;CA;Ashworth;TX01480;21/10/2023;Shorts;Under Armour Shorts;Under Armour;XS;Gray;3;39.95;119.85;Credit Card;Yes;Brenda Navarro
Shannon Davis;Tracyfort;South;SC;Bad Birdie;TX01481;21/7/2025;Cap;Bad Birdie Cap;Bad Birdie;L;Gray;2;130.92;261.84;Debit Card;Yes;Julie Mcclure
Nancy Powers;Watersside;Midwest;ND;2nd Swing Golf;TX01482;17/9/2025;Shorts;Bad Birdie Shorts;Bad Birdie;M;Gray;1;48.08;48.08;Cash;Yes;Teresa Turner
Kimberly Martin;Smithton;Midwest;IA;2nd Swing Golf;TX01483;30/5/2025;Pants;Peter Millar Pants;Peter Millar;L;Black;3;57.23;171.69;Gift Card;Yes;Angela Horn
Paul Sanders;Jacksonmouth;South;MD;PGA Tour Superstore;TX01484;16/2/2024;Jacket;Adidas Jacket;Adidas;S;White;3;26.58;79.74;PayPal;No;Lisa Williams
Eric Lee;Port Helen;Midwest;ND;PGA Tour Superstore;TX01485;21/4/2024;Jacket;Adidas Jacket;Adidas;S;Blue;3;102.62;307.86;Debit Card;Yes;Chad Zimmerman
Diane Kennedy;South Courtneyshire;South;FL;Golf Galaxy;TX01486;26/7/2024;Shorts;Peter Millar Shorts;Peter Millar;XL;Navy;2;113.31;226.62;Debit Card;Yes;Timothy Rivers
Hannah Pace;Knighthaven;South;KY;PGA Tour Superstore;TX01487;1/2/2025;Polo;Adidas Polo;Adidas;M;Green;1;68.64;68.64;Debit Card;Yes;Kim Adams
Kristine Johnson;West Mary;Northeast;NH;Golf Discount;TX01488;14/8/2025;Skort;Under Armour Skort;Under Armour;XL;Red;2;141.09;282.18;Gift Card;No;Katherine Snyder
Rodney Ortiz;Port Jenna;West;AK;Golf Discount;TX01489;30/1/2024;Pants;Adidas Pants;Adidas;M;Blue;2;42.68;85.36;Cash;Yes;Daniel Taylor
Kyle Davies;Lake Jaredfurt;West;AK;Dick's Sporting Goods;TX01490;5/12/2023;Polo;Peter Millar Polo;Peter Millar;XS;Gray;3;113.46;340.38;Gift Card;Yes;Eugene Charles
Rebecca Yu;Mcfarlandstad;South;OK;Golf Galaxy;TX01491;15/6/2025;Jacket;Bad Birdie Jacket;Bad Birdie;XL;Blue;2;65.05;130.1;Cash;Yes;Angela Horne
Garrett Phillips;East Codyland;Midwest;NE;Peter Millar;TX01492;21/8/2024;Cap;Bad Birdie Cap;Bad Birdie;L;Pink;2;86.32;172.64;Cash;Yes;Robert Williams
David Mcdowell;Johnmouth;Midwest;SD;Golf Apparel Shop;TX01493;3/10/2024;Visor;Bad Birdie Visor;Bad Birdie;M;Gray;2;121.37;242.74;Credit Card;Yes;Mrs. Cheryl Fowler
David Rubio;Brownport;Midwest;WI;Golf Galaxy;TX01494;26/1/2024;Dress;Under Armour Dress;Under Armour;XXL;Red;3;31.06;93.18;Credit Card;Yes;Ian Klein
Donald Bridges;Lake Tiffany;Midwest;ND;Dick's Sporting Goods;TX01495;18/9/2025;Skort;Peter Millar Skort;Peter Millar;XL;White;3;134.22;402.66;Gift Card;Yes;Linda Parker
Logan Rivera;East Michaelberg;South;AR;2nd Swing Golf;TX01496;4/4/2025;Polo;Puma Polo;Puma;XS;Gray;1;136.55;136.55;PayPal;Yes;Melissa Smith
James Sandoval;Jacquelinefurt;West;NM;Carl's Golfland;TX01497;15/6/2024;Visor;Puma Visor;Puma;XL;White;1;140.27;140.27;Debit Card;Yes;Karen Frazier
Dennis Mcdonald;Ballville;Midwest;NE;PGA Tour Superstore;TX01498;11/12/2024;Skort;Peter Millar Skort;Peter Millar;S;Pink;1;71.48;71.48;Cash;Yes;Stephanie Martin
Richard Harper;South Kenneth;Midwest;IL;Worldwide Golf Shops;TX01499;7/2/2024;Skort;Ashworth Skort;Ashworth;L;Green;1;142.54;142.54;PayPal;No;Caroline Taylor
Dylan Craig;Port Gabrielleburgh;West;UT;PGA Tour Superstore;TX01500;20/12/2024;Cap;Bad Birdie Cap;Bad Birdie;L;Green;2;127.1;254.2;Cash;No;Sandra Edwards
April Hendrix;South Ashleyview;West;CA;PGA Tour Superstore;TX01501;27/10/2024;Cap;Nike Cap;Nike;XXL;Gray;2;107.88;215.76;Debit Card;Yes;Rachel Alvarez MD
Danny Tate;Karenberg;West;NV;Golf Galaxy;TX01502;11/10/2024;Pants;Under Armour Pants;Under Armour;L;Black;1;92.13;92.13;Debit Card;No;Shari Williams
Robert Stokes;Victoriaborough;West;OR;Original Penguin;TX01503;29/4/2025;Cap;Ashworth Cap;Ashworth;XL;Green;3;131.95;395.85;PayPal;Yes;Marcus Anderson
Jason Tran PhD;West Jessica;West;WY;Golf Galaxy;TX01504;27/9/2024;Cap;Puma Cap;Puma;XS;Beige;3;50.11;150.33;Gift Card;Yes;George Fernandez
Bradley Ortega;Greenbury;South;MS;Golf Discount;TX01505;27/11/2023;Pants;Adidas Pants;Adidas;S;White;2;48.07;96.14;Credit Card;Yes;Patricia Edwards
Tyler Gray;North Dalton;South;TN;Bad Birdie;TX01506;11/2/2025;Jacket;Original Penguin Jacket;Original Penguin;XXL;Navy;2;99.64;199.28;Credit Card;Yes;Jeffrey Hall
Henry Chase;Harrismouth;West;HI;Carl's Golfland;TX01507;6/8/2025;Jacket;Nike Jacket;Nike;XL;White;1;67.68;67.68;PayPal;Yes;Katherine Williams
Brian Jones;Derekstad;South;FL;Golf Discount;TX01508;19/5/2024;Skort;Nike Skort;Nike;L;Pink;1;143.36;143.36;Gift Card;Yes;Erika Lewis
Eileen Rogers;Smithside;Midwest;IA;Worldwide Golf Shops;TX01509;26/7/2025;Skort;Peter Millar Skort;Peter Millar;XXL;Gray;1;133.93;133.93;Credit Card;Yes;Rachel Moore
Michelle Nunez;Lake Daryl;West;CA;Golf Apparel Shop;TX01510;13/8/2024;Dress;Under Armour Dress;Under Armour;S;Beige;2;32.1;64.2;Credit Card;No;Mark Oconnor
Theresa Phillips;West Annland;South;OK;Golf Apparel Shop;TX01511;3/4/2024;Polo;Under Armour Polo;Under Armour;XXL;Red;2;29.81;59.62;Credit Card;Yes;Tina Cross
Heather Little;New Michaelfurt;Northeast;NY;Dick's Sporting Goods;TX01512;6/3/2025;Polo;Nike Polo;Nike;L;Black;1;120.28;120.28;Credit Card;Yes;Matthew Johnston
Jonathan Moreno;Calhounberg;Northeast;NJ;Peter Millar;TX01513;28/9/2023;Visor;Bad Birdie Visor;Bad Birdie;M;Pink;2;138.79;277.58;Debit Card;No;April Caldwell
Daniel Brown;Port Nathaniel;West;AZ;Roger Dunn Golf Shops;TX01514;7/2/2025;Jacket;Original Penguin Jacket;Original Penguin;L;Navy;2;92.07;184.14;PayPal;Yes;Michaela Rich
Michelle Cook;Port Jennifer;Midwest;IL;Roger Dunn Golf Shops;TX01515;5/8/2025;Shorts;Bad Birdie Shorts;Bad Birdie;M;Navy;2;117.51;235.02;Cash;No;Colton Henderson
Jennifer Williams;Reynoldsmouth;Midwest;IL;PGA Tour Superstore;TX01516;28/2/2024;Visor;Bad Birdie Visor;Bad Birdie;XXL;Beige;1;148.45;148.45;Debit Card;No;Brittney Marquez
Holly Austin;Duranbury;Midwest;MN;Dick's Sporting Goods;TX01517;24/6/2024;Cap;Bad Birdie Cap;Bad Birdie;L;Gray;3;144.06;432.18;Cash;No;Nicholas Vargas
Claudia Rich;Barajasberg;South;TX;2nd Swing Golf;TX01518;14/7/2025;Cap;Under Armour Cap;Under Armour;XXL;Beige;2;55.76;111.52;Debit Card;Yes;Megan Hall DDS
Thomas Sosa;Deleonfurt;West;ID;Peter Millar;TX01519;11/9/2024;Jacket;Original Penguin Jacket;Original Penguin;XL;Pink;2;105.51;211.02;Debit Card;No;Donald Gonzalez
Kaitlyn Jones;Anthonyfort;Midwest;IL;Golf Discount;TX01520;6/6/2024;Pants;Original Penguin Pants;Original Penguin;M;Pink;1;49.94;49.94;PayPal;Yes;Melissa Luna
Chad Warren;Lake Alex;West;WA;Dick's Sporting Goods;TX01521;21/9/2023;Cap;Under Armour Cap;Under Armour;L;White;4;50.82;203.28;Gift Card;Yes;Bryan Anderson
Alexander Adams;Port Andrew;Midwest;KS;Original Penguin;TX01522;23/9/2023;Shorts;Bad Birdie Shorts;Bad Birdie;XL;Blue;1;76.42;76.42;Cash;Yes;Leslie Barker
Veronica Johnson;South Jessicachester;West;MT;Worldwide Golf Shops;TX01523;25/11/2024;Visor;Peter Millar Visor;Peter Millar;XL;Beige;3;103.52;310.56;Credit Card;Yes;James Allen
Jacob Hampton;East Amyhaven;West;AK;Golf Galaxy;TX01524;26/6/2024;Pants;Nike Pants;Nike;XS;White;2;131.59;263.18;PayPal;No;Leroy Cooper
Stephanie Gardner;South Pamelafurt;Midwest;WI;Original Penguin;TX01525;15/4/2024;Shorts;Puma Shorts;Puma;M;Black;2;102.91;205.82;PayPal;No;Shari Thompson
Albert Compton;Greeneshire;South;MS;2nd Swing Golf;TX01526;18/2/2024;Shorts;Ashworth Shorts;Ashworth;M;Black;3;44.99;134.97;Debit Card;Yes;Alexa Gallegos
Andrea Jones;North William;South;VA;Golf Galaxy;TX01527;28/8/2024;Cap;Under Armour Cap;Under Armour;XL;Beige;4;83.71;334.84;PayPal;Yes;Jeffrey Hernandez
Carrie Daugherty;Davidfort;Northeast;VT;Peter Millar;TX01528;26/12/2023;Shorts;Original Penguin Shorts;Original Penguin;XS;White;1;135.04;135.04;Cash;No;Eric Rivera
Katrina Long;Lake Matthew;South;MS;Worldwide Golf Shops;TX01529;29/12/2023;Polo;Peter Millar Polo;Peter Millar;L;Navy;2;136.76;273.52;Cash;No;Mike Hayes
Brittney Lopez;Marshallland;South;TX;Golf Galaxy;TX01530;2/3/2024;Jacket;Adidas Jacket;Adidas;S;Navy;3;62.52;187.56;Cash;Yes;Laura Benson
Darrell Vasquez;East Travis;Northeast;VT;Ashworth;TX01531;20/1/2025;Skort;Peter Millar Skort;Peter Millar;M;Black;2;100.36;200.72;Cash;Yes;Edward Smith
Willie Dickerson;North Christopherstad;West;AZ;Bad Birdie;TX01532;23/1/2024;Cap;Under Armour Cap;Under Armour;M;Green;2;89.19;178.38;Gift Card;Yes;Ryan Edwards
Michelle Lane;West Emilymouth;South;LA;2nd Swing Golf;TX01533;12/2/2024;Shorts;Nike Shorts;Nike;XXL;Blue;3;63.34;190.02;Cash;No;Jeanette Davenport
Bonnie Hall;Charlesville;South;TX;PGA Tour Superstore;TX01534;17/8/2024;Dress;Original Penguin Dress;Original Penguin;XXL;Black;2;93.92;187.84;Debit Card;Yes;Melissa Medina
James Trevino;Odonnellland;West;MT;Bad Birdie;TX01535;12/3/2025;Polo;Ashworth Polo;Ashworth;L;Blue;2;72.51;145.02;Credit Card;No;Justin House
Daniel Adams;North Kendra;West;UT;Dick's Sporting Goods;TX01536;17/1/2025;Jacket;Peter Millar Jacket;Peter Millar;XL;Pink;2;113.42;226.84;Debit Card;No;Kristin Barnes
Kevin Warner;Lake Karlaton;West;ID;Roger Dunn Golf Shops;TX01537;25/10/2023;Skort;Original Penguin Skort;Original Penguin;M;Green;1;139.18;139.18;Credit Card;No;Mark Wilkins
Carlos Miller;West Bradleyberg;South;AR;Golf Galaxy;TX01538;10/11/2024;Polo;Under Armour Polo;Under Armour;XS;Blue;1;47.15;47.15;Credit Card;Yes;Samantha Miller
Mark Davis;South Roger;South;DE;Ashworth;TX01539;10/1/2025;Skort;Adidas Skort;Adidas;XS;White;3;26.69;80.07;PayPal;Yes;Natasha Lopez
Michelle Carrillo;Huberton;Midwest;IL;Bad Birdie;TX01540;18/12/2024;Visor;Peter Millar Visor;Peter Millar;XXL;Black;3;40.26;120.78;Debit Card;Yes;Cheryl Gaines
Kevin Reed;Port Rebecca;West;MT;Golf Galaxy;TX01541;12/12/2023;Shorts;Adidas Shorts;Adidas;XXL;Black;1;79.13;79.13;Debit Card;Yes;Kimberly Gill
Chase Davila;Taylorhaven;Northeast;MA;Original Penguin;TX01542;7/5/2025;Pants;Bad Birdie Pants;Bad Birdie;M;Beige;1;84.52;84.52;Debit Card;No;Chris Dougherty
Dr. Marcia Turner;East Michelletown;West;CA;Original Penguin;TX01543;30/4/2025;Shorts;Original Penguin Shorts;Original Penguin;M;White;2;48.13;96.26;Credit Card;Yes;Benjamin Kirby
Dr. Nathaniel Taylor;Port Nancyport;Midwest;MI;Carl's Golfland;TX01544;29/8/2024;Dress;Under Armour Dress;Under Armour;XL;Blue;3;40.51;121.53;Credit Card;Yes;Melissa Page
Arthur Wallace;Villanuevaville;Midwest;MI;2nd Swing Golf;TX01545;3/6/2025;Skort;Under Armour Skort;Under Armour;L;Green;3;76.55;229.65;PayPal;Yes;Sheryl Nelson
Michelle Collins;Cruzfort;South;TN;Roger Dunn Golf Shops;TX01546;25/9/2024;Jacket;Puma Jacket;Puma;XL;White;3;136.33;408.99;PayPal;No;Susan Lindsey
Douglas Crosby;Edwardstad;West;WY;Worldwide Golf Shops;TX01547;9/2/2024;Pants;Nike Pants;Nike;XS;Gray;2;137.85;275.7;Credit Card;No;Thomas Baker
Judy Gonzalez;Stanleyland;Northeast;RI;Peter Millar;TX01548;3/4/2025;Visor;Nike Visor;Nike;XXL;Black;2;98.53;197.06;PayPal;Yes;Virginia Garner
Lynn Owens;Josephchester;South;DE;Roger Dunn Golf Shops;TX01549;21/12/2024;Jacket;Original Penguin Jacket;Original Penguin;M;Gray;2;87.47;174.94;Cash;No;Kathryn Thomas DVM
John Melton;New George;South;WV;Original Penguin;TX01550;19/4/2024;Skort;Puma Skort;Puma;XL;Navy;1;111.37;111.37;Cash;No;Stacey Phillips
Bradley Collins;West Gregory;South;AL;2nd Swing Golf;TX01551;4/1/2025;Cap;Original Penguin Cap;Original Penguin;L;Gray;2;42.77;85.54;Cash;No;Jennifer Brown
Ronald Howard;New Holly;Northeast;NJ;Worldwide Golf Shops;TX01552;10/4/2025;Jacket;Bad Birdie Jacket;Bad Birdie;XXL;Navy;2;70.72;141.44;Cash;Yes;Julie Esparza
Ryan Le;Grayton;Midwest;IL;Bad Birdie;TX01553;6/11/2024;Shorts;Puma Shorts;Puma;XS;White;2;84.05;168.1;PayPal;No;Gregory Ingram
Lucas Smith MD;Mooreton;Midwest;WI;PGA Tour Superstore;TX01554;2/5/2025;Visor;Bad Birdie Visor;Bad Birdie;S;Green;3;59.72;179.16;Debit Card;No;Dorothy Johnson
Jessica Gallagher;Port Amy;West;CA;Original Penguin;TX01555;6/6/2024;Visor;Bad Birdie Visor;Bad Birdie;L;Navy;2;146.15;292.3;Credit Card;No;Steve Shelton
James Medina;Palmerborough;Northeast;NH;Golf Galaxy;TX01556;9/9/2025;Jacket;Original Penguin Jacket;Original Penguin;XL;Green;1;54.4;54.4;Cash;Yes;Christopher Martin
Michael Lowe;Weberhaven;South;VA;Golf Discount;TX01557;12/9/2025;Polo;Ashworth Polo;Ashworth;XXL;Navy;2;103.82;207.64;Gift Card;No;Mary Bruce
Jason Walter;Chambersfurt;West;AZ;Golf Galaxy;TX01558;27/8/2025;Shorts;Ashworth Shorts;Ashworth;M;Red;3;133.02;399.06;PayPal;No;Shannon Cruz
Karen Graham;Dunnside;Northeast;CT;PGA Tour Superstore;TX01559;26/11/2024;Visor;Peter Millar Visor;Peter Millar;L;Blue;1;143.08;143.08;Debit Card;No;Carol Powers
Brianna Krueger;Bowenburgh;West;NV;Golf Discount;TX01560;31/12/2023;Dress;Peter Millar Dress;Peter Millar;XL;Red;3;49.31;147.93;Debit Card;No;Wendy Welch
Kimberly Warren;West Jameschester;West;AK;Peter Millar;TX01561;26/3/2025;Skort;Puma Skort;Puma;S;Gray;3;83.73;251.19;Credit Card;No;Jonathan Gentry MD
Ann Crawford;Robertstown;South;AR;Golf Galaxy;TX01562;1/5/2025;Cap;Under Armour Cap;Under Armour;XL;Red;2;91.16;182.32;Cash;No;Elizabeth White
Cassie Garcia;Villarrealborough;Northeast;CT;Golf Discount;TX01563;18/8/2024;Cap;Puma Cap;Puma;M;Navy;3;130.98;392.94;Credit Card;No;Katherine Grant
Rachel Williams;Angelashire;Midwest;MO;Carl's Golfland;TX01564;15/4/2024;Polo;Peter Millar Polo;Peter Millar;M;Gray;3;43.28;129.84;PayPal;No;Abigail Jordan
Jessica Webb;East Derekland;South;LA;2nd Swing Golf;TX01565;2/8/2024;Skort;Puma Skort;Puma;XL;Black;2;116.69;233.38;Debit Card;No;Yolanda Gomez
Janice Henderson;West Michealside;Midwest;MO;Ashworth;TX01566;5/11/2023;Cap;Bad Birdie Cap;Bad Birdie;XXL;White;3;57.63;172.89;Debit Card;No;Kim Flores
Francisco Sloan;South Cory;Northeast;NJ;PGA Tour Superstore;TX01567;26/11/2023;Cap;Adidas Cap;Adidas;M;Gray;2;80.85;161.7;Cash;Yes;Summer Perry
Sheri Weber;Lisabury;West;CA;Golf Discount;TX01568;10/8/2024;Jacket;Adidas Jacket;Adidas;M;Gray;2;49.73;99.46;Gift Card;No;Valerie Ryan
Mr. Michael Romero Jr.;West Stephanie;Midwest;NE;Worldwide Golf Shops;TX01569;8/7/2025;Shorts;Peter Millar Shorts;Peter Millar;XS;Black;1;133.48;133.48;Gift Card;No;Shane Erickson
Travis Thomas;Port Waynemouth;South;GA;Worldwide Golf Shops;TX01570;24/2/2024;Jacket;Bad Birdie Jacket;Bad Birdie;XL;White;3;79.29;237.87;PayPal;No;Rachel Lozano
Emily Reid;South Curtisview;Midwest;MI;2nd Swing Golf;TX01571;31/5/2024;Polo;Ashworth Polo;Ashworth;M;White;3;31.99;95.97;Debit Card;No;Matthew James
Kelly Garza;North Codyport;Northeast;CT;Golf Galaxy;TX01572;14/2/2025;Shorts;Under Armour Shorts;Under Armour;XS;Beige;1;142.53;142.53;Debit Card;Yes;Brad Zimmerman
Kyle Sanchez;Billyfurt;West;WY;2nd Swing Golf;TX01573;21/5/2024;Jacket;Peter Millar Jacket;Peter Millar;XS;Pink;2;118.87;237.74;Cash;No;Willie Trujillo
Brian Mendoza;Yorkhaven;South;WV;PGA Tour Superstore;TX01574;19/11/2023;Cap;Bad Birdie Cap;Bad Birdie;XXL;Navy;4;127.87;511.48;Debit Card;No;Thomas Henderson
Gary Kline;South Jessica;Midwest;OH;Golf Galaxy;TX01575;25/12/2023;Dress;Puma Dress;Puma;S;White;3;110.45;331.35;Credit Card;Yes;William Gates
Angela Wu;Davilaborough;West;CO;Original Penguin;TX01576;28/11/2024;Skort;Original Penguin Skort;Original Penguin;XS;White;1;119.83;119.83;Debit Card;Yes;Natalie Mills MD
James Smith;New Kimberly;South;AR;2nd Swing Golf;TX01577;10/6/2024;Jacket;Bad Birdie Jacket;Bad Birdie;XXL;Pink;1;88.79;88.79;PayPal;No;Christopher Orozco
Kimberly Hamilton;Brendaport;Northeast;NJ;Peter Millar;TX01578;16/10/2023;Cap;Adidas Cap;Adidas;XS;Blue;4;29.51;118.04;Debit Card;No;Jamie Perkins
Christopher Baird;New Theresa;Northeast;NY;2nd Swing Golf;TX01579;8/1/2024;Pants;Peter Millar Pants;Peter Millar;XL;Navy;2;51.61;103.22;Gift Card;Yes;Samuel Mitchell
Brandon Sosa;Westshire;West;NV;Original Penguin;TX01580;17/6/2025;Dress;Ashworth Dress;Ashworth;XL;Red;3;73.56;220.68;Debit Card;No;Lisa Collins
Diana Perez;New Sarah;South;TX;Carl's Golfland;TX01581;23/7/2025;Jacket;Ashworth Jacket;Ashworth;L;Black;3;60.68;182.04;Credit Card;No;Margaret Grant
Kathryn Ramirez;Lake Mariaport;West;CA;Peter Millar;TX01582;23/7/2025;Cap;Puma Cap;Puma;S;Black;2;73.44;146.88;Credit Card;Yes;Mrs. Melissa Martinez
Daniel Anderson;Jaredport;Midwest;WI;Ashworth;TX01583;18/4/2025;Dress;Puma Dress;Puma;XL;Green;2;82.98;165.96;Debit Card;No;Victor Rogers
Whitney Deleon;Randallborough;Midwest;MN;Golf Apparel Shop;TX01584;4/12/2024;Polo;Ashworth Polo;Ashworth;XS;Blue;1;132.55;132.55;Debit Card;No;Javier Cisneros
Daniel Martinez;Port Angelashire;West;ID;Dick's Sporting Goods;TX01585;12/4/2024;Jacket;Original Penguin Jacket;Original Penguin;L;Navy;2;85.03;170.06;Gift Card;No;Cory Vasquez
Lynn Ross;Reidchester;West;AK;Peter Millar;TX01586;9/6/2024;Skort;Adidas Skort;Adidas;XL;Black;1;131.6;131.6;Gift Card;Yes;Brittany Blake
David Phillips;West Kimberlyborough;Northeast;NY;Roger Dunn Golf Shops;TX01587;7/7/2024;Polo;Ashworth Polo;Ashworth;L;Pink;3;96.02;288.06;Debit Card;Yes;Nancy Miller
Christopher Harmon;Shirleyville;Northeast;MA;2nd Swing Golf;TX01588;22/1/2024;Skort;Puma Skort;Puma;L;Red;1;60.01;60.01;Credit Card;No;Katherine Patrick
Regina Washington;East Patricia;West;HI;PGA Tour Superstore;TX01589;23/1/2024;Pants;Ashworth Pants;Ashworth;S;Green;2;141.28;282.56;Debit Card;Yes;Alicia Brown
Kathleen Moody;Davisside;West;NV;Original Penguin;TX01590;3/9/2024;Polo;Original Penguin Polo;Original Penguin;S;White;1;35.77;35.77;Debit Card;No;Jose Steele
Michelle Patterson;Jeremyside;South;DC;Original Penguin;TX01591;8/8/2025;Dress;Ashworth Dress;Ashworth;XS;Gray;1;116.44;116.44;Debit Card;Yes;James Bartlett
Emily Farmer;South Marcus;Northeast;CT;Dick's Sporting Goods;TX01592;24/5/2024;Cap;Nike Cap;Nike;XS;Gray;3;128.82;386.46;Cash;Yes;Jennifer Miller
Ann Ramos;South Shaneland;Northeast;NY;Bad Birdie;TX01593;2/6/2025;Polo;Adidas Polo;Adidas;M;Green;3;84.91;254.73;PayPal;Yes;Jennifer Anderson
Emily Mendoza;Lake Teresa;West;WA;Roger Dunn Golf Shops;TX01594;5/11/2024;Skort;Puma Skort;Puma;XXL;Gray;1;149.49;149.49;Credit Card;No;Mr. Daniel Adams
Erica Velasquez;Ralphfurt;South;MD;Original Penguin;TX01595;18/12/2024;Visor;Puma Visor;Puma;XXL;White;2;70.51;141.02;Gift Card;No;Michele Norman
Destiny Rivera;Baldwinstad;South;AL;Golf Discount;TX01596;9/2/2025;Shorts;Peter Millar Shorts;Peter Millar;XXL;Red;3;93.89;281.67;Debit Card;No;Terry Roberts
Kristen White;Christinafort;West;MT;Peter Millar;TX01597;18/6/2024;Jacket;Bad Birdie Jacket;Bad Birdie;S;Pink;2;83.45;166.9;PayPal;No;Barbara Delgado
Paul Tanner;South Sharonberg;Midwest;IL;Peter Millar;TX01598;21/8/2025;Visor;Bad Birdie Visor;Bad Birdie;M;Pink;1;100.28;100.28;Debit Card;No;Susan Robertson
Matthew Nelson;North Amy;South;FL;Peter Millar;TX01599;3/3/2025;Visor;Original Penguin Visor;Original Penguin;XL;Navy;1;67.94;67.94;Debit Card;No;Pamela Bauer
Timothy Pratt;New Paulland;South;WV;Peter Millar;TX01600;14/6/2025;Shorts;Under Armour Shorts;Under Armour;S;Pink;1;127.94;127.94;Credit Card;Yes;Sarah Cohen
Brenda Garcia;Howardberg;South;OK;Golf Galaxy;TX01601;20/2/2025;Polo;Ashworth Polo;Ashworth;XL;Navy;3;53.36;160.08;PayPal;No;Eugene Turner
Joel Hernandez;Lake Hollyton;Northeast;VT;2nd Swing Golf;TX01602;24/11/2024;Jacket;Bad Birdie Jacket;Bad Birdie;XL;Pink;1;97.14;97.14;Cash;Yes;Matthew Brooks
Robert Fields;Rodneyville;Midwest;IA;Peter Millar;TX01603;5/3/2024;Visor;Under Armour Visor;Under Armour;XXL;Blue;3;25.08;75.24;Gift Card;Yes;Megan Grant
Gregory Peterson;Lake Kimberlyshire;South;LA;Worldwide Golf Shops;TX01604;24/2/2024;Pants;Ashworth Pants;Ashworth;S;Pink;2;128.16;256.32;Gift Card;Yes;Victoria Campbell
Steven Barber;Millermouth;Midwest;WI;PGA Tour Superstore;TX01605;25/3/2024;Polo;Nike Polo;Nike;M;Black;1;48.22;48.22;Credit Card;Yes;Eduardo Frazier
Bradley Smith;South Sandra;Midwest;IN;Golf Discount;TX01606;27/6/2025;Pants;Bad Birdie Pants;Bad Birdie;M;Pink;1;112.24;112.24;PayPal;No;Lindsay Dickerson
Mckenzie Davis;Cookhaven;South;NC;2nd Swing Golf;TX01607;28/5/2025;Skort;Ashworth Skort;Ashworth;L;Gray;3;101.86;305.58;Credit Card;No;Richard Hanson
Susan Allen;Amandastad;Northeast;PA;Golf Discount;TX01608;11/12/2024;Jacket;Peter Millar Jacket;Peter Millar;XS;Green;3;84.21;252.63;Cash;Yes;Tyler Richardson
Jessica Phillips;Port Shelbyview;South;TN;Original Penguin;TX01609;10/2/2024;Jacket;Original Penguin Jacket;Original Penguin;XS;Pink;1;145.36;145.36;Credit Card;No;Joshua Ware
Mr. David Jefferson;Kellyborough;Midwest;IN;Golf Apparel Shop;TX01610;13/7/2025;Pants;Adidas Pants;Adidas;S;Black;2;72.49;144.98;PayPal;Yes;Kimberly Guerrero
Susan Hernandez;East Jennifer;West;CA;Golf Discount;TX01611;24/5/2025;Polo;Peter Millar Polo;Peter Millar;M;Beige;3;131.84;395.52;Debit Card;No;Mark Sweeney
Tina Hensley;New Lisa;Northeast;NH;PGA Tour Superstore;TX01612;16/12/2023;Shorts;Nike Shorts;Nike;XL;Gray;1;87.77;87.77;Cash;No;Laura Fox
Christine Schultz;Josephstad;West;UT;Bad Birdie;TX01613;17/12/2024;Cap;Nike Cap;Nike;M;Black;4;89.6;358.4;Debit Card;No;Michael Green
Dale Hodges;Patriciamouth;Midwest;NE;Worldwide Golf Shops;TX01614;15/12/2024;Polo;Ashworth Polo;Ashworth;XL;Red;2;38.72;77.44;Debit Card;Yes;Michelle Thompson
Scott Johnson;Jonesstad;Midwest;WI;Golf Discount;TX01615;30/6/2025;Visor;Puma Visor;Puma;XS;Pink;3;125.86;377.58;Debit Card;No;Sheila Salinas
